0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
194,31,89,281,,,,,,,,,,,,
194,41,240,,,,,,,,,,,,,
194,47,330,,,,,,,,,,,,,
194,51,54,114,,,,,,,,,,,,
195,1,39,55,300,,,,,,,,,,,
195,11,21,,,,,,,,,,,,,
195,16,341,,,,,,,,,,,,,
195,19,426,,,,,,,,,,,,,
195,23,133,,,,,,,,,,,,,
195,35,89,281,,,,,,,,,,,,
195,47,240,,,,,,,,,,,,,
195,53,330,,,,,,,,,,,,,
195,59,54,114,,,,,,,,,,,,
196,1,33,39,270,,,,,,,,,,,
196,8,28,,,,,,,,,,,,,
196,16,93,,,,,,,,,,,,,
196,23,98,,,,,,,,,,,,,
196,30,129,,,,,,,,,,,,,
196,36,60,,,,,,,,,,,,,
196,42,244,,,,,,,,,,,,,
196,43,248,,,,,,,,,,,,,
196,47,94,,,,,,,,,,,,,
196,50,387,,,,,,,,,,,,,
196,52,234,,,,,,,,,,,,,
196,78,384,,,,,,,,,,,,,
197,1,33,39,270,,,,,,,,,,,
197,8,28,,,,,,,,,,,,,
197,16,228,,,,,,,,,,,,,
197,23,98,,,,,,,,,,,,,
197,30,109,,,,,,,,,,,,,
197,36,185,,,,,,,,,,,,,
197,42,212,,,,,,,,,,,,,
197,43,372,,,,,,,,,,,,,
197,47,103,,,,,,,,,,,,,
197,50,387,,,,,,,,,,,,,
197,52,236,,,,,,,,,,,,,
197,78,385,,,,,,,,,,,,,
198,1,64,,,,,,,,,,,,,
198,9,310,,,,,,,,,,,,,
198,11,228,,,,,,,,,,,,,
198,15,17,,,,,,,,,,,,,
198,16,114,,,,,,,,,,,,,
198,25,372,,,,,,,,,,,,,
198,26,101,,,,,,,,,,,,,
198,31,185,,,,,,,,,,,,,
198,40,269,,,,,,,,,,,,,
198,41,212,,,,,,,,,,,,,
198,45,389,492,,,,,,,,,,,,
198,51,366,,,,,,,,,,,,,
198,61,259,,,,,,,,,,,,,
198,65,511,,,,,,,,,,,,,
199,1,33,174,281,237,408,,,,,,,,,
199,6,45,,,,,,,,,,,,,
199,15,55,,,,,,,,,,,,,
199,20,93,,,,,,,,,,,,,
199,29,50,352,,,,,,,,,,,,
199,34,29,428,,,,,,,,,,,,
199,39,417,,,,,,,,,,,,,
199,43,207,,,,,,,,,,,,,
199,47,244,,,,,,,,,,,,,
199,48,94,,,,,,,,,,,,,
199,53,376,,,,,,,,,,,,,
199,58,505,,,,,,,,,,,,,
200,1,45,149,,,,,,,,,,,,
200,6,180,,,,,,,,,,,,,
200,11,310,,,,,,,,,,,,,
200,12,109,,,,,,,,,,,,,
200,19,212,,,,,,,,,,,,,
200,23,506,,,,,,,,,,,,,
200,27,60,,,,,,,,,,,,,
200,32,371,,,,,,,,,,,,,
200,36,220,,,,,,,,,,,,,
200,37,247,,,,,,,,,,,,,
200,46,195,,,,,,,,,,,,,
200,50,408,,,,,,,,,,,,,
200,53,288,,,,,,,,,,,,,
201,1,237,,,,,,,,,,,,,
202,1,68,194,219,243,,,,,,,,,,
203,1,23,33,45,93,384,385,,,,,,,,
203,7,310,,,,,,,,,,,,,
203,20,97,,,,,,,,,,,,,
203,25,316,,,,,,,,,,,,,
203,28,372,,,,,,,,,,,,,
203,30,226,,,,,,,,,,,,,
203,32,458,,,,,,,,,,,,,
203,37,94,,,,,,,,,,,,,
203,41,60,428,,,,,,,,,,,,
203,46,417,,,,,,,,,,,,,
203,54,242,,,,,,,,,,,,,
204,1,33,182,,,,,,,,,,,,
204,8,120,,,,,,,,,,,,,
204,9,450,,,,,,,,,,,,,
204,15,36,,,,,,,,,,,,,
204,20,363,,,,,,,,,,,,,
204,22,229,,,,,,,,,,,,,
204,28,371,,,,,,,,,,,,,
204,29,117,,,,,,,,,,,,,
204,34,334,,,,,,,,,,,,,
204,36,153,,,,,,,,,,,,,
204,39,360,,,,,,,,,,,,,
204,43,191,,,,,,,,,,,,,
204,50,38,,,,,,,,,,,,,
205,1,33,120,182,390,450,,,,,,,,,
205,15,36,,,,,,,,,,,,,
205,20,363,,,,,,,,,,,,,
205,22,229,,,,,,,,,,,,,
205,28,371,,,,,,,,,,,,,
205,29,117,,,,,,,,,,,,,
205,31,192,429,,,,,,,,,,,,
205,32,475,,,,,,,,,,,,,
205,38,334,,,,,,,,,,,,,
205,39,153,,,,,,,,,,,,,
205,45,360,,,,,,,,,,,,,
205,49,191,,,,,,,,,,,,,
205,57,393,,,,,,,,,,,,,
205,59,38,,,,,,,,,,,,,
205,70,484,,,,,,,,,,,,,
206,1,99,,,,,,,,,,,,,
206,5,111,,,,,,,,,,,,,
206,11,281,,,,,,,,,,,,,
206,13,137,,,,,,,,,,,,,
206,18,180,,,,,,,,,,,,,
206,21,205,,,,,,,,,,,,,
206,26,228,,,,,,,,,,,,,
206,30,103,,,,,,,,,,,,,
206,33,355,,,,,,,,,,,,,
206,34,38,,,,,,,,,,,,,
206,38,36,,,,,,,,,,,,,
206,40,203,,,,,,,,,,,,,
206,41,283,246,,,,,,,,,,,,
206,43,489,529,,,,,,,,,,,,
206,44,175,,,,,,,,,,,,,
206,45,91,,,,,,,,,,,,,
207,1,40,,,,,,,,,,,,,
207,6,28,,,,,,,,,,,,,
207,12,282,,,,,,,,,,,,,
207,13,106,,,,,,,,,,,,,
207,20,98,210,,,,,,,,,,,,
207,27,512,,,,,,,,,,,,,
207,28,185,,,,,,,,,,,,,
207,34,14,,,,,,,,,,,,,
207,36,163,,,,,,,,,,,,,
207,38,369,,,,,,,,,,,,,
207,42,404,,,,,,,,,,,,,
207,44,103,,,,,,,,,,,,,
207,45,327,,,,,,,,,,,,,
207,52,12,,,,,,,,,,,,,
208,1,33,103,300,422,423,424,,,,,,,,
208,10,20,,,,,,,,,,,,,
208,14,88,,,,,,,,,,,,,
208,17,317,,,,,,,,,,,,,
208,20,360,,,,,,,,,,,,,
208,22,479,,,,,,,,,,,,,
208,23,106,,,,,,,,,,,,,
208,27,99,,,,,,,,,,,,,
208,30,225,397,475,,,,,,,,,,,
208,34,157,,,,,,,,,,,,,
208,36,201,,,,,,,,,,,,,
208,38,174,446,,,,,,,,,,,,
208,40,21,,,,,,,,,,,,,
208,43,91,,,,,,,,,,,,,
208,45,231,,,,,,,,,,,,,
208,49,242,444,,,,,,,,,,,,
208,57,38,,,,,,,,,,,,,
209,1,33,184,422,423,424,,,,,,,,,
209,4,39,,,,,,,,,,,,,
209,8,204,,,,,,,,,,,,,
209,13,44,,,,,,,,,,,,,
209,19,122,29,,,,,,,,,,,,
209,26,46,,,,,,,,,,,,,
209,34,99,,,,,,,,,,,,,
209,37,583,,,,,,,,,,,,,
209,43,36,371,,,,,,,,,,,,
209,53,242,,,,,,,,,,,,,
210,1,33,184,422,423,424,,,,,,,,,
210,4,39,,,,,,,,,,,,,
210,8,204,,,,,,,,,,,,,
210,13,44,,,,,,,,,,,,,
210,19,122,29,,,,,,,,,,,,
210,28,46,,,,,,,,,,,,,
210,38,99,,,,,,,,,,,,,
210,43,583,,,,,,,,,,,,,
210,51,36,371,,,,,,,,,,,,
210,61,242,,,,,,,,,,,,,
210,67,200,,,,,,,,,,,,,
211,1,33,40,191,565,,,,,,,,,,
211,10,106,107,,,,,,,,,,,,
211,13,145,,,,,,,,,,,,,
211,17,205,,,,,,,,,,,,,
211,19,55,,,,,,,,,,,,,
211,21,390,,,,,,,,,,,,,
211,25,279,254,255,,,,,,,,,,,
211,28,42,,,,,,,,,,,,,
211,33,362,,,,,,,,,,,,,
211,37,36,,,,,,,,,,,,,
211,45,194,401,,,,,,,,,,,,
211,46,56,,,,,,,,,,,,,
211,49,398,,,,,,,,,,,,,
212,1,43,98,418,,,,,,,,,,,
212,6,116,,,,,,,,,,,,,
212,12,228,,,,,,,,,,,,,
212,18,206,,,,,,,,,,,,,
212,24,97,,,,,,,,,,,,,
212,30,232,,,,,,,,,,,,,
212,33,13,,,,,,,,,,,,,
212,36,163,,,,,,,,,,,,,
212,41,334,404,,,,,,,,,,,,
212,42,14,,,,,,,,,,,,,
212,45,400,,,,,,,,,,,,,
212,46,210,,,,,,,,,,,,,
212,48,104,,,,,,,,,,,,,
212,49,458,,,,,,,,,,,,,
212,53,442,,,,,,,,,,,,,
212,61,364,,,,,,,,,,,,,
213,1,110,132,522,564,,,,,,,,,,
213,9,35,,,,,,,,,,,,,
213,14,227,,,,,,,,,,,,,
213,23,219,88,,,,,,,,,,,,
213,28,117,,,,,,,,,,,,,
213,34,504,,,,,,,,,,,,,
213,37,156,205,,,,,,,,,,,,
213,38,157,,,,,,,,,,,,,
213,40,380,450,,,,,,,,,,,,
213,48,379,,,,,,,,,,,,,
213,49,444,,,,,,,,,,,,,
213,55,470,471,,,,,,,,,,,,
214,1,33,43,400,292,331,,,,,,,,,
214,6,30,,,,,,,,,,,,,
214,12,203,,,,,,,,,,,,,
214,13,332,,,,,,,,,,,,,
214,16,498,,,,,,,,,,,,,
214,19,31,,,,,,,,,,,,,
214,23,280,,,,,,,,,,,,,
214,27,68,,,,,,,,,,,,,
214,31,42,,,,,,,,,,,,,
214,35,36,,,,,,,,,,,,,
214,37,370,,,,,,,,,,,,,
214,44,179,,,,,,,,,,,,,
214,49,364,,,,,,,,,,,,,
214,54,224,,,,,,,,,,,,,
215,1,10,43,269,,,,,,,,,,,
215,9,98,,,,,,,,,,,,,
215,17,103,,,,,,,,,,,,,
215,25,185,,,,,,,,,,,,,
215,33,154,,,,,,,,,,,,,
215,35,468,,,,,,,,,,,,,
215,40,289,,,,,,,,,,,,,
215,41,97,,,,,,,,,,,,,
215,43,196,,,,,,,,,,,,,
215,44,386,,,,,,,,,,,,,
215,49,163,420,,,,,,,,,,,,
215,57,251,,,,,,,,,,,,,
215,65,232,,,,,,,,,,,,,
216,1,10,43,343,608,,,,,,,,,,
216,8,122,,,,,,,,,,,,,
216,15,154,,,,,,,,,,,,,
216,19,313,,,,,,,,,,,,,
216,22,185,230,,,,,,,,,,,,
216,25,589,,,,,,,,,,,,,
216,29,156,,,,,,,,,,,,,
216,36,163,204,,,,,,,,,,,,
216,43,173,,,,,,,,,,,,,
216,50,37,,,,,,,,,,,,,
216,57,374,,,,,,,,,,,,,
217,1,10,43,122,154,343,,,,,,,,,
217,19,313,,,,,,,,,,,,,
217,22,185,230,,,,,,,,,,,,
217,25,589,,,,,,,,,,,,,
217,29,156,,,,,,,,,,,,,
217,38,184,,,,,,,,,,,,,
217,39,163,,,,,,,,,,,,,
217,49,173,,,,,,,,,,,,,
217,59,37,,,,,,,,,,,,,
217,67,359,,,,,,,,,,,,,
218,1,123,281,,,,,,,,,,,,
218,8,52,,,,,,,,,,,,,
218,15,88,510,,,,,,,,,,,,
218,20,499,,,,,,,,,,,,,
218,22,106,,,,,,,,,,,,,
218,23,105,481,,,,,,,,,,,,
218,26,246,,,,,,,,,,,,,
218,29,133,,,,,,,,,,,,,
218,36,53,,,,,,,,,,,,,
218,38,436,,,,,,,,,,,,,
218,43,157,,,,,,,,,,,,,
218,50,34,,,,,,,,,,,,,
218,56,414,,,,,,,,,,,,,
219,1,52,88,123,281,,,,,,,,,,
219,15,510,,,,,,,,,,,,,
219,20,499,,,,,,,,,,,,,
219,22,106,,,,,,,,,,,,,
219,23,105,481,,,,,,,,,,,,
219,26,246,,,,,,,,,,,,,
219,29,133,,,,,,,,,,,,,
219,36,53,,,,,,,,,,,,,
219,38,504,,,,,,,,,,,,,
219,40,436,,,,,,,,,,,,,
219,48,157,,,,,,,,,,,,,
219,60,34,,,,,,,,,,,,,
219,66,414,,,,,,,,,,,,,
220,1,33,316,,,,,,,,,,,,
220,4,300,,,,,,,,,,,,,
220,10,181,,,,,,,,,,,,,
220,13,189,,,,,,,,,,,,,
220,19,203,,,,,,,,,,,,,
220,20,426,,,,,,,,,,,,,
220,25,196,,,,,,,,,,,,,
220,28,36,420,,,,,,,,,,,,
220,37,54,89,,,,,,,,,,,,
220,40,175,,,,,,,,,,,,,
220,46,59,,,,,,,,,,,,,
220,55,133,,,,,,,,,,,,,
221,1,30,181,203,316,64,246,300,,,,,,,
221,13,189,,,,,,,,,,,,,
221,20,426,,,,,,,,,,,,,
221,25,196,,,,,,,,,,,,,
221,28,36,423,,,,,,,,,,,,
221,33,31,,,,,,,,,,,,,
221,40,89,,,,,,,,,,,,,
221,41,37,,,,,,,,,,,,,
221,42,54,,,,,,,,,,,,,
221,56,59,,,,,,,,,,,,,
221,70,133,,,,,,,,,,,,,
222,1,33,,,,,,,,,,,,,
222,7,106,,,,,,,,,,,,,
222,13,145,,,,,,,,,,,,,
222,17,287,,,,,,,,,,,,,
222,19,105,,,,,,,,,,,,,
222,25,61,,,,,,,,,,,,,
222,27,362,,,,,,,,,,,,,
222,28,381,,,,,,,,,,,,,
222,29,334,,,,,,,,,,,,,
222,31,131,,,,,,,,,,,,,
222,34,350,,,,,,,,,,,,,
222,35,203,,,,,,,,,,,,,
222,37,243,392,,,,,,,,,,,,
222,43,246,,,,,,,,,,,,,
222,44,408,,,,,,,,,,,,,
222,52,175,,,,,,,,,,,,,
222,53,414,,,,,,,,,,,,,
223,1,55,,,,,,,,,,,,,
223,11,199,,,,,,,,,,,,,
223,22,60,61,62,,,,,,,,,,,
223,27,331,,,,,,,,,,,,,
223,32,352,,,,,,,,,,,,,
223,33,116,,,,,,,,,,,,,
223,36,324,,,,,,,,,,,,,
223,42,56,,,,,,,,,,,,,
223,44,58,,,,,,,,,,,,,
223,49,487,,,,,,,,,,,,,
223,55,63,,,,,,,,,,,,,
224,1,55,350,441,,,,,,,,,,,
224,11,132,,,,,,,,,,,,,
224,22,60,61,62,,,,,,,,,,,
224,25,190,,,,,,,,,,,,,
224,29,331,,,,,,,,,,,,,
224,36,378,,,,,,,,,,,,,
224,38,116,,,,,,,,,,,,,
224,42,324,,,,,,,,,,,,,
224,52,56,,,,,,,,,,,,,
224,54,58,,,,,,,,,,,,,
224,61,487,,,,,,,,,,,,,
224,70,63,,,,,,,,,,,,,
225,1,217,,,,,,,,,,,,,
226,1,33,145,60,324,331,,,,,,,,,
226,10,48,,,,,,,,,,,,,
226,13,29,,,,,,,,,,,,,
226,18,61,,,,,,,,,,,,,
226,23,469,,,,,,,,,,,,,
226,25,36,,,,,,,,,,,,,
226,32,97,,,,,,,,,,,,,
226,36,403,,,,,,,,,,,,,
226,40,17,340,,,,,,,,,,,,
226,43,352,,,,,,,,,,,,,
226,46,392,,,,,,,,,,,,,
226,49,109,56,,,,,,,,,,,,
227,1,43,64,,,,,,,,,,,,
227,9,232,,,,,,,,,,,,,
227,13,28,,,,,,,,,,,,,
227,19,129,,,,,,,,,,,,,
227,20,364,,,,,,,,,,,,,
227,25,97,,,,,,,,,,,,,
227,29,314,,,,,,,,,,,,,
227,37,31,,,,,,,,,,,,,
227,39,475,,,,,,,,,,,,,
227,40,403,,,,,,,,,,,,,
227,42,191,,,,,,,,,,,,,
227,45,319,,,,,,,,,,,,,
227,46,163,,,,,,,,,,,,,
227,49,211,,,,,,,,,,,,,
227,50,400,,,,,,,,,,,,,
228,1,43,52,,,,,,,,,,,,
228,7,46,336,,,,,,,,,,,,
228,13,123,,,,,,,,,,,,,
228,20,44,,,,,,,,,,,,,
228,27,185,251,,,,,,,,,,,,
228,30,424,,,,,,,,,,,,,
228,31,316,,,,,,,,,,,,,
228,35,53,,,,,,,,,,,,,
228,40,373,492,,,,,,,,,,,,
228,43,242,,,,,,,,,,,,,
228,53,417,,,,,,,,,,,,,
228,56,517,,,,,,,,,,,,,
229,1,43,52,336,422,,,,,,,,,,
229,7,46,,,,,,,,,,,,,
229,13,123,,,,,,,,,,,,,
229,20,44,,,,,,,,,,,,,
229,28,251,,,,,,,,,,,,,
229,30,185,,,,,,,,,,,,,
229,32,424,,,,,,,,,,,,,
229,35,316,,,,,,,,,,,,,
229,41,53,,,,,,,,,,,,,
229,44,373,,,,,,,,,,,,,
229,45,492,,,,,,,,,,,,,
229,52,242,,,,,,,,,,,,,
229,60,417,,,,,,,,,,,,,
229,65,517,,,,,,,,,,,,,
230,1,43,55,108,145,281,,,,,,,,,
230,14,116,,,,,,,,,,,,,
230,18,61,,,,,,,,,,,,,
230,29,239,,,,,,,,,,,,,
230,30,362,,,,,,,,,,,,,
230,40,97,,,,,,,,,,,,,
230,51,56,,,,,,,,,,,,,
230,57,406,,,,,,,,,,,,,
230,62,349,,,,,,,,,,,,,
231,1,33,45,316,,,,,,,,,,,
231,9,111,,,,,,,,,,,,,
231,17,175,,,,,,,,,,,,,
231,19,363,,,,,,,,,,,,,
231,24,21,,,,,,,,,,,,,
231,25,36,,,,,,,,,,,,,
231,33,205,204,,,,,,,,,,,,
231,37,387,,,,,,,,,,,,,
231,41,203,,,,,,,,,,,,,
231,49,38,,,,,,,,,,,,,
232,1,30,45,316,422,424,523,,,,,,,,
232,9,111,,,,,,,,,,,,,
232,10,282,,,,,,,,,,,,,
232,17,175,,,,,,,,,,,,,
232,19,222,,,,,,,,,,,,,
232,24,21,,,,,,,,,,,,,
232,25,31,,,,,,,,,,,,,
232,31,372,,,,,,,,,,,,,
232,33,205,,,,,,,,,,,,,
232,39,184,,,,,,,,,,,,,
232,41,229,,,,,,,,,,,,,
232,49,89,,,,,,,,,,,,,
232,54,416,,,,,,,,,,,,,
233,1,33,160,176,,,,,,,,,,,
233,9,97,,,,,,,,,,,,,
233,12,60,,,,,,,,,,,,,
233,20,105,,,,,,,,,,,,,
233,23,393,,,,,,,,,,,,,
233,24,111,,,,,,,,,,,,,
233,29,324,,,,,,,,,,,,,
233,32,199,,,,,,,,,,,,,
233,36,161,,,,,,,,,,,,,
233,40,435,,,,,,,,,,,,,
233,44,192,278,,,,,,,,,,,,
233,56,277,,,,,,,,,,,,,
233,67,63,,,,,,,,,,,,,
234,1,33,,,,,,,,,,,,,
234,8,43,,,,,,,,,,,,,
234,13,310,,,,,,,,,,,,,
234,15,95,,,,,,,,,,,,,
234,23,23,,,,,,,,,,,,,
234,31,28,272,,,,,,,,,,,,
234,38,428,,,,,,,,,,,,,
234,40,36,,,,,,,,,,,,,
234,43,286,26,,,,,,,,,,,,
234,49,109,347,445,,,,,,,,,,,
234,53,382,,,,,,,,,,,,,
235,1,166,,,,,,,,,,,,,
236,1,33,252,270,193,,,,,,,,,,
237,1,27,279,,,,,,,,,,,,
237,7,116,,,,,,,,,,,,,
237,13,228,,,,,,,,,,,,,
237,19,98,,,,,,,,,,,,,
237,25,229,,,,,,,,,,,,,
237,31,68,,,,,,,,,,,,,
237,33,364,,,,,,,,,,,,,
237,37,97,,,,,,,,,,,,,
237,42,360,,,,,,,,,,,,,
237,43,197,,,,,,,,,,,,,
237,46,469,501,,,,,,,,,,,,
237,49,167,283,,,,,,,,,,,,
237,51,370,,,,,,,,,,,,,
238,1,1,122,,,,,,,,,,,,
238,9,186,,,,,,,,,,,,,
238,13,181,,,,,,,,,,,,,
238,21,93,531,,,,,,,,,,,,
238,25,47,,,,,,,,,,,,,
238,28,381,,,,,,,,,,,,,
238,31,419,,,,,,,,,,,,,
238,33,212,,,,,,,,,,,,,
238,37,94,313,,,,,,,,,,,,
238,38,383,,,,,,,,,,,,,
238,45,195,,,,,,,,,,,,,
238,49,59,,,,,,,,,,,,,
239,1,43,98,,,,,,,,,,,,
239,7,84,,,,,,,,,,,,,
239,9,9,,,,,,,,,,,,,
239,10,67,,,,,,,,,,,,,
239,17,113,,,,,,,,,,,,,
239,19,351,86,,,,,,,,,,,,
239,25,129,,,,,,,,,,,,,
239,31,486,,,,,,,,,,,,,
239,33,103,,,,,,,,,,,,,
239,34,435,,,,,,,,,,,,,
239,41,85,,,,,,,,,,,,,
239,49,87,,,,,,,,,,,,,
240,1,52,,,,,,,,,,,,,
240,7,43,,,,,,,,,,,,,
240,13,123,,,,,,,,,,,,,
240,16,185,,,,,,,,,,,,,
240,19,7,83,499,,,,,,,,,,,
240,25,108,,,,,,,,,,,,,
240,28,481,,,,,,,,,,,,,
240,31,241,,,,,,,,,,,,,
240,34,436,,,,,,,,,,,,,
240,37,53,,,,,,,,,,,,,
240,43,109,,,,,,,,,,,,,
240,49,126,,,,,,,,,,,,,
241,1,33,,,,,,,,,,,,,
241,4,45,,,,,,,,,,,,,
241,8,111,,,,,,,,,,,,,
241,13,23,,,,,,,,,,,,,
241,19,208,,,,,,,,,,,,,
241,26,117,,,,,,,,,,,,,
241,29,428,,,,,,,,,,,,,
241,34,205,,,,,,,,,,,,,
241,35,445,,,,,,,,,,,,,
241,41,360,,,,,,,,,,,,,
241,43,34,,,,,,,,,,,,,
241,53,215,,,,,,,,,,,,,
241,55,358,,,,,,,,,,,,,
242,1,1,,,,,,,,,,,,,
242,4,45,,,,,,,,,,,,,
242,7,39,287,,,,,,,,,,,,
242,10,135,,,,,,,,,,,,,
242,13,3,,,,,,,,,,,,,
242,18,107,,,,,,,,,,,,,
242,20,516,,,,,,,,,,,,,
242,23,47,,,,,,,,,,,,,
242,27,374,36,,,,,,,,,,,,
242,28,121,,,,,,,,,,,,,
242,33,111,,,,,,,,,,,,,
242,38,505,,,,,,,,,,,,,
242,40,113,,,,,,,,,,,,,
242,42,361,,,,,,,,,,,,,
242,47,38,,,,,,,,,,,,,
243,1,43,44,,,,,,,,,,,,
243,11,84,,,,,,,,,,,,,
243,21,46,,,,,,,,,,,,,
243,31,98,,,,,,,,,,,,,
243,41,209,,,,,,,,,,,,,
243,50,422,,,,,,,,,,,,,
243,51,115,,,,,,,,,,,,,
243,57,435,,,,,,,,,,,,,
243,61,242,,,,,,,,,,,,,
243,64,326,,,,,,,,,,,,,
243,71,87,240,,,,,,,,,,,,
243,81,347,,,,,,,,,,,,,
244,1,43,44,221,,,,,,,,,,,
244,11,52,,,,,,,,,,,,,
244,21,46,,,,,,,,,,,,,
244,31,83,,,,,,,,,,,,,
244,41,23,,,,,,,,,,,,,
244,50,424,,,,,,,,,,,,,
244,51,53,,,,,,,,,,,,,
244,57,436,,,,,,,,,,,,,
244,61,207,,,,,,,,,,,,,
244,64,326,,,,,,,,,,,,,
244,71,126,,,,,,,,,,,,,
244,81,347,,,,,,,,,,,,,
244,85,284,,,,,,,,,,,,,
245,1,43,44,,,,,,,,,,,,
245,11,55,,,,,,,,,,,,,
245,21,46,240,,,,,,,,,,,,
245,31,16,,,,,,,,,,,,,
245,41,61,62,,,,,,,,,,,,
245,50,423,,,,,,,,,,,,,
245,51,54,,,,,,,,,,,,,
245,57,366,,,,,,,,,,,,,
245,61,243,,,,,,,,,,,,,
245,64,326,,,,,,,,,,,,,
245,71,56,,,,,,,,,,,,,
245,81,347,,,,,,,,,,,,,
245,85,59,,,,,,,,,,,,,
246,1,43,44,,,,,,,,,,,,
246,8,201,,,,,,,,,,,,,
246,14,498,,,,,,,,,,,,,
246,15,103,,,,,,,,,,,,,
246,22,157,,,,,,,,,,,,,
246,28,399,,,,,,,,,,,,,
246,29,37,,,,,,,,,,,,,
246,32,371,,,,,,,,,,,,,
246,36,184,,,,,,,,,,,,,
246,43,242,,,,,,,,,,,,,
246,46,444,,,,,,,,,,,,,
246,50,89,,,,,,,,,,,,,
246,57,63,,,,,,,,,,,,,
247,1,43,44,103,201,,,,,,,,,,
247,14,498,,,,,,,,,,,,,
247,22,157,,,,,,,,,,,,,
247,28,399,,,,,,,,,,,,,
247,29,37,,,,,,,,,,,,,
247,34,371,,,,,,,,,,,,,
247,38,184,,,,,,,,,,,,,
247,47,242,,,,,,,,,,,,,
247,54,444,,,,,,,,,,,,,
247,56,89,,,,,,,,,,,,,
247,65,63,,,,,,,,,,,,,
248,1,43,44,103,201,422,423,424,,,,,,,
248,14,498,,,,,,,,,,,,,
248,22,157,,,,,,,,,,,,,
248,28,399,,,,,,,,,,,,,
248,29,37,,,,,,,,,,,,,
248,34,371,,,,,,,,,,,,,
248,38,184,,,,,,,,,,,,,
248,47,242,,,,,,,,,,,,,
248,54,444,,,,,,,,,,,,,
248,61,89,,,,,,,,,,,,,
248,75,63,,,,,,,,,,,,,
248,82,416,,,,,,,,,,,,,
249,1,177,311,,,,,,,,,,,,
249,11,219,,,,,,,,,,,,,
249,15,407,,,,,,,,,,,,,
249,22,16,,,,,,,,,,,,,
249,33,105,,,,,,,,,,,,,
249,44,56,,,,,,,,,,,,,
249,51,363,,,,,,,,,,,,,
249,55,240,,,,,,,,,,,,,
249,65,326,,,,,,,,,,,,,
249,66,129,,,,,,,,,,,,,
249,71,386,,,,,,,,,,,,,
249,77,18,,,,,,,,,,,,,
249,88,246,,,,,,,,,,,,,
249,93,347,,,,,,,,,,,,,
249,99,248,143,,,,,,,,,,,,
250,1,221,311,,,,,,,,,,,,
250,11,219,,,,,,,,,,,,,
250,15,413,,,,,,,,,,,,,
250,22,16,,,,,,,,,,,,,
250,33,105,,,,,,,,,,,,,
250,44,126,,,,,,,,,,,,,
250,51,363,,,,,,,,,,,,,
250,55,241,,,,,,,,,,,,,
250,65,326,,,,,,,,,,,,,
250,66,129,,,,,,,,,,,,,
250,71,386,,,,,,,,,,,,,
250,77,18,,,,,,,,,,,,,
250,88,246,,,,,,,,,,,,,
250,93,347,,,,,,,,,,,,,
250,99,248,143,,,,,,,,,,,,
251,1,73,93,105,215,,,,,,,,,,
251,10,219,,,,,,,,,,,,,
251,19,345,,,,,,,,,,,,,
251,20,246,,,,,,,,,,,,,
251,30,248,,,,,,,,,,,,,
251,40,226,,,,,,,,,,,,,
251,46,363,,,,,,,,,,,,,
251,50,195,,,,,,,,,,,,,
251,55,377,,,,,,,,,,,,,
251,73,361,,,,,,,,,,,,,
251,82,437,,,,,,,,,,,,,
252,1,1,43,,,,,,,,,,,,
252,6,71,,,,,,,,,,,,,
252,11,98,,,,,,,,,,,,,
252,16,228,,,,,,,,,,,,,
252,21,103,,,,,,,,,,,,,
252,26,72,,,,,,,,,,,,,
252,31,97,,,,,,,,,,,,,
252,36,21,,,,,,,,,,,,,
252,41,197,,,,,,,,,,,,,
252,45,283,,,,,,,,,,,,,
252,46,202,,,,,,,,,,,,,
252,51,412,,,,,,,,,,,,,
253,1,1,43,71,98,,,,,,,,,,
253,13,72,,,,,,,,,,,,,
253,16,210,,,,,,,,,,,,,
253,17,228,,,,,,,,,,,,,
253,23,103,,,,,,,,,,,,,
253,29,348,,,,,,,,,,,,,
253,35,97,,,,,,,,,,,,,
253,41,21,,,,,,,,,,,,,
253,43,404,,,,,,,,,,,,,
253,47,197,,,,,,,,,,,,,
253,53,206,501,,,,,,,,,,,,
253,59,437,,,,,,,,,,,,,
254,1,1,43,71,98,400,,,,,,,,,
254,13,72,,,,,,,,,,,,,
254,16,210,404,,,,,,,,,,,,
254,17,228,,,,,,,,,,,,,
254,23,103,,,,,,,,,,,,,
254,29,348,,,,,,,,,,,,,
254,35,97,,,,,,,,,,,,,
254,36,530,,,,,,,,,,,,,
254,43,21,,,,,,,,,,,,,
254,51,197,,,,,,,,,,,,,
254,57,501,,,,,,,,,,,,,
254,59,206,,,,,,,,,,,,,
254,67,437,,,,,,,,,,,,,
255,1,10,45,,,,,,,,,,,,
255,7,116,,,,,,,,,,,,,
255,10,52,,,,,,,,,,,,,
255,16,64,,,,,,,,,,,,,
255,19,28,,,,,,,,,,,,,
255,25,83,,,,,,,,,,,,,
255,28,98,481,,,,,,,,,,,,
255,34,163,,,,,,,,,,,,,
255,37,119,,,,,,,,,,,,,
255,43,53,,,,,,,,,,,,,
256,1,10,45,52,116,,,,,,,,,,
256,16,24,,,,,,,,,,,,,
256,17,64,,,,,,,,,,,,,
256,20,488,,,,,,,,,,,,,
256,21,28,,,,,,,,,,,,,
256,28,339,,,,,,,,,,,,,
256,32,98,,,,,,,,,,,,,
256,39,163,,,,,,,,,,,,,
256,43,119,,,,,,,,,,,,,
256,50,327,,,,,,,,,,,,,
